// General information: 
//  MT Manager version: 2019.1.1 
//  XDA version: 2019.1.1 build 3010 rev 85319 built on 2019-03-01
// Device information: 
//  DeviceId: 00B485ED
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
10311		4.395209	-1.372162	8.619414	-0.004958	0.014641	0.003172	0.945524	-0.131961	-0.217626	-0.203001
10312		4.419593	-1.346737	8.641734	0.000972	0.009073	0.004337	0.945531	-0.131947	-0.217599	-0.203005
10313		4.367723	-1.398410	8.598542	-0.001906	0.012336	0.000622	0.945539	-0.131939	-0.217558	-0.203022
10314		4.386081	-1.350806	8.628988	-0.004235	0.011430	0.004141	0.945541	-0.131951	-0.217513	-0.203049
10315		4.374985	-1.345992	8.607820	-0.001709	0.010815	0.000356	0.945547	-0.131944	-0.217479	-0.203065
10316		4.395494	-1.337354	8.600342	-0.000018	0.009578	-0.000167	0.945549	-0.131930	-0.217450	-0.203095
10317		4.377285	-1.329107	8.638441	-0.001709	0.010815	0.000356	0.945554	-0.131922	-0.217416	-0.203112
10318		4.409874	-1.364930	8.614695	0.000641	0.009241	0.002836	0.945559	-0.131909	-0.217388	-0.203128
10319		4.371398	-1.346483	8.609566	-0.003071	0.011882	0.002381	0.945567	-0.131909	-0.217347	-0.203137
10320		4.386439	-1.373954	8.623595	0.002905	0.013019	0.001349	0.945574	-0.131880	-0.217305	-0.203164
10321		4.375220	-1.368644	8.602569	0.001082	0.012904	0.000105	0.945584	-0.131857	-0.217263	-0.203180
10322		4.405396	-1.365143	8.616952	-0.000675	0.017013	0.002660	0.945596	-0.131842	-0.217197	-0.203201
10323		4.382693	-1.373900	8.625508	0.001082	0.012903	0.000105	0.945606	-0.131818	-0.217156	-0.203217
10324		4.381497	-1.373775	8.626135	0.002707	0.014539	0.001614	0.945619	-0.131786	-0.217106	-0.203230
10325		4.364097	-1.346211	8.613311	0.002378	0.014708	0.000112	0.945631	-0.131755	-0.217058	-0.203246
10326		4.378100	-1.315029	8.614274	0.003675	0.016512	0.000120	0.945641	-0.131719	-0.217001	-0.203283
10327		4.370581	-1.292641	8.623172	0.000161	0.017633	-0.000603	0.945654	-0.131695	-0.216937	-0.203305
10328		4.369255	-1.292525	8.623861	0.002903	0.013018	0.001349	0.945665	-0.131662	-0.216896	-0.203320
10329		4.370170	-1.331643	8.586574	0.001081	0.012902	0.000104	0.945674	-0.131639	-0.216855	-0.203336
10330		4.379219	-1.336937	8.608706	-0.002876	0.010360	0.002111	0.945678	-0.131639	-0.216820	-0.203357
10331		4.409702	-1.333856	8.622899	-0.003912	0.011259	0.005636	0.945687	-0.131647	-0.216779	-0.203351
10332		4.387160	-1.343027	8.631276	-0.001121	0.013348	0.005387	0.945697	-0.131641	-0.216730	-0.203361
10333		4.402043	-1.370745	8.645364	-0.001121	0.013348	0.005387	0.945711	-0.131633	-0.216681	-0.203355
10334		4.378582	-1.321405	8.640587	-0.000152	0.015321	0.003894	0.945721	-0.131621	-0.216622	-0.203376
10335		4.379354	-1.360989	8.603309	-0.002616	0.013063	0.005643	0.945734	-0.131620	-0.216573	-0.203369
10336		4.366627	-1.375104	8.633461	0.000489	0.017462	0.000898	0.945746	-0.131597	-0.216508	-0.203399
10337		4.386583	-1.366417	8.626343	0.001342	0.015604	0.003637	0.945762	-0.131574	-0.216452	-0.203400
10338		4.378975	-1.344134	8.635259	0.003935	0.019213	0.003654	0.945781	-0.131535	-0.216381	-0.203413
10339		4.357196	-1.333521	8.592874	0.005102	0.019665	0.001896	0.945802	-0.131488	-0.216311	-0.203420
10340		4.369501	-1.321414	8.645182	0.001786	0.019265	0.000905	0.945818	-0.131454	-0.216239	-0.203440
10341		4.369769	-1.360556	8.608250	0.003539	0.022252	0.004182	0.945844	-0.131414	-0.216154	-0.203439
10342		4.365789	-1.321387	8.647061	-0.000421	0.019711	0.006186	0.945861	-0.131400	-0.216074	-0.203452
10343		4.391370	-1.335269	8.632030	-0.002964	0.022805	0.003965	0.945882	-0.131390	-0.215980	-0.203459
10344		4.383981	-1.371847	8.654362	-0.001985	0.022299	0.008471	0.945905	-0.131382	-0.215886	-0.203460
10345		4.373938	-1.406516	8.595828	-0.004854	0.025561	0.004748	0.945929	-0.131379	-0.215777	-0.203466
10346		4.306840	-1.374519	8.607037	0.002886	0.022586	0.001178	0.945948	-0.131339	-0.215690	-0.203493
10347		4.336367	-1.370820	8.621874	0.003735	0.020728	0.003918	0.945972	-0.131299	-0.215612	-0.203493
10348		4.340742	-1.392890	8.614646	0.001984	0.017741	0.000640	0.945985	-0.131269	-0.215546	-0.203520
10349		4.354558	-1.361674	8.615777	0.004647	0.018477	-0.001372	0.946001	-0.131221	-0.215483	-0.203543
10350		4.353119	-1.361185	8.616582	0.005043	0.015436	-0.001900	0.946010	-0.131178	-0.215432	-0.203586
10351		4.330366	-1.369421	8.625112	0.006018	0.014930	0.002607	0.946027	-0.131132	-0.215385	-0.203586
10352		4.371792	-1.351507	8.610344	0.005816	0.018928	-0.003129	0.946039	-0.131079	-0.215320	-0.203632
10353		4.331262	-1.351056	8.656594	0.009004	0.017974	-0.003901	0.946055	-0.131009	-0.215265	-0.203662
10354		4.352622	-1.322691	8.598563	0.002628	0.019880	-0.002359	0.946066	-0.130971	-0.215191	-0.203711
10355		4.368849	-1.293273	8.680616	0.006861	0.015550	-0.000652	0.946081	-0.130917	-0.215144	-0.203726
10356		4.326842	-1.349422	8.659059	0.003222	0.015319	-0.003150	0.946089	-0.130878	-0.215094	-0.203767
10357		4.340976	-1.318042	8.660054	0.005564	0.013746	-0.000662	0.946101	-0.130832	-0.215054	-0.203783
10358		4.329922	-1.312407	8.638990	0.003943	0.012110	-0.002175	0.946106	-0.130794	-0.215020	-0.203819
10359		4.356358	-1.325441	8.623765	0.005239	0.013914	-0.002165	0.946117	-0.130748	-0.214979	-0.203842
10360		4.349695	-1.360898	8.645873	0.006211	0.015885	-0.003658	0.946125	-0.130695	-0.214930	-0.203889
10361		4.342426	-1.338040	8.654641	0.005437	0.012393	-0.002429	0.946134	-0.130649	-0.214897	-0.203912
10362		4.319794	-1.346227	8.663074	0.005688	0.015097	0.001103	0.946147	-0.130602	-0.214849	-0.203932
10363		4.367448	-1.350453	8.640248	0.008354	0.015831	-0.000906	0.946163	-0.130541	-0.214802	-0.203947
10364		4.344043	-1.300078	8.635455	0.008552	0.014311	-0.001169	0.946175	-0.130479	-0.214763	-0.203973
10365		4.327355	-1.330465	8.635892	0.003994	0.016333	0.001617	0.946191	-0.130440	-0.214708	-0.203981
10366		4.362755	-1.290628	8.629197	0.002175	0.016217	0.000367	0.946204	-0.130407	-0.214652	-0.204003
10367		4.330412	-1.352267	8.629418	0.003074	0.021060	0.000902	0.946224	-0.130367	-0.214574	-0.204018
10368		4.363913	-1.331430	8.674032	0.004118	0.017684	0.003382	0.946239	-0.130330	-0.214510	-0.204036
10369		4.336055	-1.298591	8.639692	0.005468	0.026185	0.001184	0.946267	-0.130274	-0.214410	-0.204050
10370		4.334549	-1.356470	8.654171	0.006510	0.022809	0.003665	0.946290	-0.130221	-0.214323	-0.204067
10371		4.316541	-1.328706	8.641573	0.004047	0.023028	-0.000593	0.946311	-0.130173	-0.214237	-0.204089
10372		4.336010	-1.319608	8.634908	0.006187	0.022976	0.002161	0.946332	-0.130122	-0.214149	-0.204119
10373		4.271425	-1.326386	8.607896	0.003916	0.019202	0.003643	0.946353	-0.130082	-0.214079	-0.204119
10374		4.274330	-1.367279	8.651807	0.005685	0.015093	0.001101	0.946366	-0.130036	-0.214029	-0.204138
10375		4.309959	-1.327080	8.645107	0.009395	0.012452	0.001577	0.946382	-0.129976	-0.213998	-0.204139
10376		4.318031	-1.273354	8.654154	0.003224	0.015312	-0.003158	0.946387	-0.129940	-0.213946	-0.204190
10377		4.307625	-1.326182	8.646409	0.003092	0.011487	0.001079	0.946397	-0.129909	-0.213913	-0.204198
10378		4.294907	-1.339957	8.676410	-0.000296	0.013960	0.002105	0.946404	-0.129896	-0.213863	-0.204226
10379		4.336866	-1.322522	8.661499	0.003812	0.008280	0.002059	0.946412	-0.129867	-0.213845	-0.204228
10380		4.332284	-1.339278	8.632196	0.004465	0.010417	-0.000937	0.946417	-0.129829	-0.213818	-0.204257
10381		4.328990	-1.299633	8.670516	0.003092	0.011486	0.001079	0.946427	-0.129799	-0.213785	-0.204266
10382		4.296630	-1.302977	8.657021	0.003413	0.011319	0.002582	0.946434	-0.129771	-0.213750	-0.204286
10383		4.268624	-1.347459	8.686667	0.004908	0.011602	0.002331	0.946446	-0.129734	-0.213718	-0.204287
10384		4.310918	-1.329887	8.671632	0.001097	0.003322	0.000272	0.946441	-0.129723	-0.213719	-0.204318
10385		4.316006	-1.293868	8.650433	-0.000475	0.005911	0.002549	0.946444	-0.129717	-0.213709	-0.204320
10386		4.300210	-1.324729	8.650321	0.002271	0.003772	-0.001482	0.946438	-0.129698	-0.213712	-0.204357
10387		4.299919	-1.324646	8.650479	-0.000077	0.002872	0.002026	0.946437	-0.129692	-0.213716	-0.204359
10388		4.305687	-1.346986	8.642606	-0.000276	0.004391	0.002288	0.946437	-0.129685	-0.213711	-0.204370
10389		4.320643	-1.316087	8.643144	0.000577	0.005009	-0.000970	0.946436	-0.129671	-0.213708	-0.204387
10390		4.302550	-1.307604	8.680788	0.001418	0.003155	0.001776	0.946433	-0.129659	-0.213710	-0.204405
10391		4.326082	-1.338046	8.635497	0.004087	0.003888	-0.000229	0.946434	-0.129630	-0.213715	-0.204414
10392		4.313757	-1.293403	8.651624	0.000520	-0.001687	0.001242	0.946424	-0.129627	-0.213740	-0.204436
10393		4.307519	-1.271287	8.659695	-0.002092	0.004276	0.001035	0.946422	-0.129629	-0.213736	-0.204446
10394		4.329188	-1.321012	8.665569	0.001540	0.004507	0.003541	0.946422	-0.129618	-0.213730	-0.204462
10395		4.325104	-1.338199	8.635963	-0.002214	0.002924	-0.000730	0.946417	-0.129620	-0.213733	-0.204479
10396		4.306958	-1.329868	8.673603	0.001020	0.006194	0.002299	0.946419	-0.129606	-0.213722	-0.204493
10397		4.318092	-1.316030	8.644427	0.000898	0.004841	0.000534	0.946419	-0.129592	-0.213718	-0.204503
10398		4.306038	-1.329899	8.674055	0.000045	0.004224	0.003791	0.946419	-0.129588	-0.213712	-0.204514
10399		4.342577	-1.290555	8.666829	-0.003389	0.002474	0.001023	0.946414	-0.129597	-0.213715	-0.204524
10400		4.317087	-1.316495	8.644859	0.001739	0.002987	0.003279	0.946412	-0.129586	-0.213718	-0.204538
10401		4.332201	-1.285728	8.645307	-0.003709	0.002641	-0.000480	0.946406	-0.129595	-0.213721	-0.204556
10402		4.294916	-1.325787	8.652789	-0.004839	0.006415	0.005065	0.946405	-0.129615	-0.213699	-0.204571
10403		4.327558	-1.303899	8.615835	-0.004441	0.003376	0.004542	0.946405	-0.129632	-0.213695	-0.204566
10404		4.325404	-1.323351	8.667102	-0.003267	0.003826	0.002788	0.946402	-0.129641	-0.213691	-0.204580
10405		4.336679	-1.309935	8.637804	-0.003267	0.003826	0.002788	0.946401	-0.129650	-0.213687	-0.204583
10406		4.293262	-1.327723	8.653313	-0.003145	0.005178	0.004553	0.946399	-0.129662	-0.213673	-0.204597
10407		4.292767	-1.328243	8.653479	-0.004961	0.005062	0.003299	0.946399	-0.129678	-0.213661	-0.204600
10408		4.296054	-1.311502	8.683416	-0.000276	0.004391	0.002288	0.946398	-0.129673	-0.213656	-0.204615
10409		4.307513	-1.297938	8.654056	-0.002029	-0.001068	0.005010	0.946395	-0.129683	-0.213675	-0.204603
10410		4.319473	-1.342638	8.638092	-0.001116	0.006246	-0.000458	0.946391	-0.129678	-0.213661	-0.204637
10411		4.322952	-1.325787	8.667952	-0.002029	-0.001068	0.005010	0.946388	-0.129688	-0.213681	-0.204625
10412		4.334513	-1.312419	8.638515	-0.004563	0.002024	0.002776	0.946381	-0.129706	-0.213683	-0.204642
10413		4.322644	-1.326775	8.667955	-0.004243	0.001856	0.004280	0.946379	-0.129723	-0.213686	-0.204637
10414		4.322362	-1.327324	8.668012	-0.004762	0.003543	0.003038	0.946376	-0.129740	-0.213680	-0.204650
10415		4.321944	-1.327901	8.668132	-0.004641	0.004895	0.004803	0.946377	-0.129757	-0.213668	-0.204645
10416		4.317784	-1.345486	8.638494	-0.003267	0.003825	0.002788	0.946374	-0.129767	-0.213661	-0.204662
10417		4.311218	-1.323567	8.646707	0.000166	0.005574	0.005557	0.946380	-0.129761	-0.213651	-0.204649
10418		4.304641	-1.301597	8.654935	-0.001451	0.003940	0.004041	0.946379	-0.129763	-0.213646	-0.204655
10419		4.326297	-1.351570	8.660752	-0.003267	0.003825	0.002788	0.946378	-0.129772	-0.213642	-0.204658
10420		4.306244	-1.341519	8.617418	-0.000276	0.004390	0.002288	0.946376	-0.129768	-0.213637	-0.204677
10421		4.287998	-1.333248	8.655073	-0.000475	0.005910	0.002550	0.946379	-0.129761	-0.213626	-0.204679
10422		4.321225	-1.369164	8.631566	-0.000596	0.004558	0.000785	0.946374	-0.129757	-0.213621	-0.204708
10423		4.318491	-1.329787	8.669563	0.002593	0.003603	0.000024	0.946374	-0.129736	-0.213625	-0.204717
10424		4.314464	-1.346709	8.639961	0.001098	0.003321	0.000274	0.946371	-0.129722	-0.213629	-0.204737
10425		4.311782	-1.307265	8.677940	0.002914	0.003435	0.001528	0.946372	-0.129701	-0.213634	-0.204739
10426		4.311355	-1.307210	8.678160	-0.001115	0.006245	-0.000457	0.946369	-0.129694	-0.213621	-0.204769
10427		4.316974	-1.329473	8.670367	0.001219	0.004672	0.002039	0.946372	-0.129681	-0.213618	-0.204771
10428		4.296909	-1.319193	8.627075	-0.000596	0.004558	0.000784	0.946367	-0.129676	-0.213614	-0.204798
10429		4.312498	-1.346655	8.640951	-0.000398	0.003039	0.000523	0.946365	-0.129670	-0.213618	-0.204808
10430		4.339362	-1.301923	8.612029	0.001617	0.001634	0.001516	0.946362	-0.129656	-0.213629	-0.204818
10431		4.319500	-1.312502	8.700721	-0.000078	0.002871	0.002026	0.946362	-0.129650	-0.213633	-0.204820
10432		4.305624	-1.324493	8.649353	-0.000916	0.004726	-0.000719	0.946356	-0.129646	-0.213626	-0.204857
10433		4.326924	-1.315870	8.641793	0.000320	-0.000168	0.001504	0.946351	-0.129641	-0.213646	-0.204860
10434		4.336603	-1.321094	8.663603	-0.000078	0.002871	0.002026	0.946348	-0.129636	-0.213649	-0.204876
10435		4.336341	-1.321240	8.663712	-0.001893	0.002756	0.000772	0.946345	-0.129637	-0.213652	-0.204886
10436		4.288909	-1.297449	8.635972	-0.000519	0.001687	-0.001242	0.946337	-0.129633	-0.213660	-0.204919
10437		4.326096	-1.316443	8.642121	-0.004763	0.003543	0.003036	0.946335	-0.129650	-0.213655	-0.204921
10438		4.314062	-1.330811	8.671611	-0.004763	0.003543	0.003036	0.946330	-0.129669	-0.213648	-0.204941
10439		4.309990	-1.348357	8.641937	-0.003268	0.003825	0.002786	0.946329	-0.129678	-0.213644	-0.204943
10440		4.313449	-1.331519	8.671807	0.000121	0.001351	0.001765	0.946323	-0.129674	-0.213654	-0.204962
10441		4.309528	-1.348671	8.642119	-0.000078	0.002870	0.002027	0.946322	-0.129668	-0.213659	-0.204965
10442		4.312889	-1.331619	8.672071	0.000899	0.004840	0.000535	0.946318	-0.129657	-0.213654	-0.204995
10443		4.334093	-1.322802	8.664598	0.002792	0.002084	-0.000237	0.946316	-0.129636	-0.213666	-0.205005
10444		4.312352	-1.331297	8.672387	0.001098	0.003321	0.000274	0.946310	-0.129627	-0.213667	-0.205038
10445		4.317584	-1.295188	8.651205	0.001219	0.004672	0.002039	0.946312	-0.129613	-0.213664	-0.205040
10446		4.317156	-1.295152	8.651424	0.000899	0.004840	0.000535	0.946311	-0.129599	-0.213660	-0.205060
10447		4.305094	-1.308943	8.681007	0.001737	0.002985	0.003281	0.946313	-0.129585	-0.213665	-0.205055
10448		4.310920	-1.331272	8.673103	-0.001893	0.002756	0.000772	0.946306	-0.129588	-0.213667	-0.205081
10449		4.316699	-1.353756	8.665198	-0.001453	0.003940	0.004040	0.946308	-0.129590	-0.213664	-0.205075
10450		4.290541	-1.321525	8.629887	-0.004106	0.005681	0.000040	0.946302	-0.129601	-0.213648	-0.205110
10451		4.331257	-1.323275	8.665944	0.002913	0.003434	0.001529	0.946304	-0.129580	-0.213653	-0.205112
10452		4.305670	-1.348906	8.644005	0.001219	0.004672	0.002039	0.946303	-0.129568	-0.213647	-0.205131
10453		4.314629	-1.295777	8.652591	-0.000717	0.003207	-0.000981	0.946299	-0.129562	-0.213650	-0.205148
10454		4.326496	-1.340318	8.636697	-0.000277	0.004390	0.002288	0.946295	-0.129559	-0.213644	-0.205173
10455		4.292360	-1.304560	8.660587	0.001219	0.004672	0.002039	0.946297	-0.129546	-0.213641	-0.205175
10456		4.335326	-1.345578	8.658924	-0.001313	0.007764	-0.000197	0.946297	-0.129538	-0.213621	-0.205202
10457		4.328589	-1.323368	8.667262	0.003154	0.006136	0.005059	0.946305	-0.129517	-0.213611	-0.205188
10458		4.312123	-1.295980	8.653810	-0.001114	0.006245	-0.000458	0.946301	-0.129512	-0.213598	-0.205223
10459		4.296219	-1.326834	8.653670	0.002714	0.004953	0.001790	0.946304	-0.129491	-0.213595	-0.205225
10460		4.320926	-1.301099	8.676069	-0.000476	0.005909	0.002549	0.946305	-0.129485	-0.213583	-0.205238
10461		4.298922	-1.309823	8.683932	0.001218	0.004671	0.002039	0.946307	-0.129471	-0.213580	-0.205240
10462		4.300851	-1.349162	8.646363	-0.001114	0.006245	-0.000459	0.946304	-0.129465	-0.213567	-0.205271
10463		4.325573	-1.323462	8.668754	0.001218	0.004671	0.002039	0.946306	-0.129451	-0.213564	-0.205273
10464		4.309188	-1.296003	8.655268	0.000063	0.006695	-0.002211	0.946304	-0.129436	-0.213551	-0.205308
10465		4.328336	-1.306147	8.699033	0.002275	0.003770	-0.001478	0.946302	-0.129415	-0.213555	-0.205326
10466		4.318100	-1.300789	8.677523	0.002515	0.006472	0.002052	0.946304	-0.129394	-0.213543	-0.205340
10467		4.302062	-1.331778	8.677422	-0.002171	0.007146	0.003058	0.946308	-0.129395	-0.213524	-0.205342
10468		4.313263	-1.318162	8.648271	-0.000596	0.004557	0.000783	0.946305	-0.129389	-0.213519	-0.205364
10469		4.322652	-1.323480	8.670208	-0.002092	0.004276	0.001032	0.946304	-0.129390	-0.213515	-0.205374
10470		4.349350	-1.279028	8.641412	-0.001972	0.005627	0.002796	0.946303	-0.129393	-0.213501	-0.205391
10471		4.305842	-1.296565	8.656849	0.000041	0.004221	0.003791	0.946305	-0.129387	-0.213498	-0.205386
10472		4.327309	-1.346475	8.662794	-0.004304	0.007200	0.000298	0.946302	-0.129397	-0.213475	-0.205419
10473		4.299091	-1.333199	8.678676	0.000160	0.005572	0.005556	0.946308	-0.129391	-0.213465	-0.205406
10474		4.322035	-1.305711	8.620165	-0.001113	0.006245	-0.000459	0.946303	-0.129388	-0.213451	-0.205446
10475		4.292031	-1.311217	8.687130	0.000239	0.002702	0.003530	0.946304	-0.129383	-0.213456	-0.205441
10476		4.313073	-1.302719	8.679733	-0.000676	0.007427	0.002809	0.946304	-0.129380	-0.213433	-0.205465
10477		4.318498	-1.325117	8.672028	-0.000994	0.007595	0.001305	0.946307	-0.129373	-0.213414	-0.205475
10478		4.308057	-1.320200	8.650555	-0.001853	0.006977	0.004561	0.946310	-0.129375	-0.213395	-0.205482
10479		4.307580	-1.320337	8.650771	0.001098	0.003320	0.000274	0.946308	-0.129361	-0.213399	-0.205492
10480		4.313183	-1.342445	8.643023	0.001680	0.008327	-0.000694	0.946311	-0.129338	-0.213380	-0.205517
10481		4.328015	-1.311302	8.643769	0.003891	0.005402	0.000040	0.946313	-0.129309	-0.213377	-0.205526
10482		4.309432	-1.302743	8.681538	0.000104	0.010915	0.001579	0.946319	-0.129293	-0.213342	-0.205544
10483		4.289564	-1.350598	8.651745	0.004010	0.006753	0.001805	0.946325	-0.129264	-0.213332	-0.205546
10484		4.292635	-1.333377	8.681844	0.000701	0.006358	0.000796	0.946323	-0.129253	-0.213319	-0.205577
10485		4.307419	-1.302388	8.682590	0.001680	0.008327	-0.000694	0.946326	-0.129231	-0.213300	-0.205593
10486		4.309213	-1.341478	8.645153	0.004010	0.006753	0.001805	0.946329	-0.129203	-0.213288	-0.205610
10487		4.324052	-1.310442	8.645883	0.000701	0.006358	0.000796	0.946332	-0.129189	-0.213277	-0.205620
10488		4.311255	-1.265798	8.662218	0.003692	0.006921	0.000301	0.946333	-0.129161	-0.213263	-0.205645
10489		4.299326	-1.337644	8.705273	0.001879	0.006807	-0.000955	0.946335	-0.129139	-0.213252	-0.205662
10490		4.300714	-1.318568	8.654456	0.000501	0.007876	0.001056	0.946337	-0.129124	-0.213233	-0.205680
10491		4.331229	-1.315138	8.669019	0.000937	0.009059	0.004325	0.946346	-0.129110	-0.213208	-0.205674
10492		4.299167	-1.318605	8.655219	0.001997	0.008158	0.000809	0.946348	-0.129089	-0.213188	-0.205699
10493		4.335851	-1.337294	8.661769	0.000501	0.007876	0.001056	0.946352	-0.129075	-0.213170	-0.205708
10494		4.328478	-1.256813	8.656828	0.000421	0.010746	0.003081	0.946358	-0.129062	-0.213134	-0.205728
10495		4.290961	-1.354661	8.677831	0.001917	0.011027	0.002834	0.946368	-0.129040	-0.213102	-0.205729
10496		4.305241	-1.265385	8.665269	0.002712	0.004952	0.001792	0.946368	-0.129020	-0.213096	-0.205746
10497		4.301271	-1.340768	8.649217	-0.001909	0.012319	0.000580	0.946375	-0.129012	-0.213054	-0.205762
10498		4.315750	-1.310120	8.650079	-0.000243	0.008609	0.006075	0.946382	-0.129006	-0.213027	-0.205762
10499		4.314866	-1.310361	8.650483	-0.001393	0.010632	0.001824	0.946389	-0.128998	-0.212993	-0.205770
10500		4.302156	-1.324231	8.680282	0.002115	0.009508	0.002574	0.946394	-0.128978	-0.212965	-0.205788
10501		4.295198	-1.301968	8.688705	0.000302	0.009395	0.001316	0.946400	-0.128963	-0.212939	-0.205797
10502		4.312290	-1.310453	8.651753	0.000619	0.009226	0.002820	0.946407	-0.128948	-0.212911	-0.205805
10503		4.283756	-1.297056	8.667726	-0.002889	0.010351	0.002069	0.946412	-0.128948	-0.212877	-0.205814
10504		4.295042	-1.341827	8.652148	-0.001076	0.010464	0.003327	0.946418	-0.128941	-0.212842	-0.205827
10505		4.309497	-1.310952	8.653069	0.003096	0.011475	0.001084	0.946428	-0.128910	-0.212809	-0.205835
10506		4.329944	-1.302400	8.646045	-0.003287	0.013388	0.002589	0.946434	-0.128912	-0.212758	-0.205860
10507		4.307329	-1.311337	8.654090	-0.001393	0.010631	0.001822	0.946441	-0.128904	-0.212724	-0.205869
10508		4.284912	-1.320250	8.662035	-0.002374	0.008663	0.003312	0.946444	-0.128905	-0.212696	-0.205882
10509		4.289756	-1.284423	8.641087	0.000419	0.010744	0.003081	0.946453	-0.128890	-0.212663	-0.205883
10510		4.277014	-1.298292	8.670870	0.000302	0.009394	0.001316	0.946458	-0.128875	-0.212636	-0.205901
10511		4.257144	-1.346207	8.641050	0.001798	0.009675	0.001070	0.946464	-0.128852	-0.212610	-0.205910
10512		4.303186	-1.311723	8.656093	0.002711	0.004950	0.001794	0.946464	-0.128833	-0.212606	-0.205927
10513		4.284667	-1.303346	8.693696	-0.002491	0.007312	0.001547	0.946467	-0.128833	-0.212587	-0.205937
10514		4.284126	-1.303460	8.693946	0.000899	0.004837	0.000535	0.946463	-0.128822	-0.212581	-0.205964
10515		4.295496	-1.289686	8.664838	-0.000796	0.006075	0.001041	0.946465	-0.128815	-0.212570	-0.205974
10516		4.283164	-1.303608	8.694398	-0.000281	0.004388	0.002285	0.946463	-0.128811	-0.212565	-0.205991
10517		4.294632	-1.290066	8.665209	-0.003274	0.003826	0.002776	0.946462	-0.128820	-0.212561	-0.205993
10518		4.278814	-1.321278	8.664892	-0.001778	0.004107	0.002530	0.946460	-0.128822	-0.212556	-0.206007
10519		4.315357	-1.282023	8.657995	-0.002292	0.005794	0.001286	0.946460	-0.128823	-0.212544	-0.206016
10520		4.299581	-1.313098	8.657675	0.000748	0.001014	0.004773	0.946458	-0.128819	-0.212555	-0.206017
10521		4.293260	-1.290934	8.665760	-0.000714	0.003206	-0.000984	0.946454	-0.128813	-0.212558	-0.206035
10522		4.302623	-1.296265	8.687702	-0.001462	0.003938	0.004034	0.946453	-0.128815	-0.212553	-0.206043
