// General information: 
//  MT Manager version: 2019.1.1 
//  XDA version: 2019.1.1 build 3010 rev 85319 built on 2019-03-01
// Device information: 
//  DeviceId: 00B48609
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
10409		9.423986	1.160533	-2.391630	0.011146	-0.011905	-0.013169	-0.541152	0.267514	0.745284	0.283096
10410		9.451023	1.149321	-2.326221	0.016476	-0.015168	-0.007792	-0.541091	0.267498	0.745356	0.283035
10411		9.519646	1.191622	-2.321702	0.016183	-0.008598	-0.006644	-0.541066	0.267480	0.745399	0.282989
10412		9.548926	1.154063	-2.297196	0.012540	-0.012199	-0.009692	-0.541009	0.267464	0.745460	0.282952
10413		9.459640	1.082366	-2.256811	0.008517	-0.009923	-0.014433	-0.540962	0.267435	0.745505	0.282951
10414		9.453834	1.124275	-2.284253	0.019713	-0.012495	-0.015096	-0.540906	0.267379	0.745584	0.282903
10415		9.445908	1.192202	-2.270556	0.020781	-0.008726	-0.014311	-0.540878	0.267321	0.745641	0.282859
10416		9.437286	1.254601	-2.311403	0.006424	-0.019262	-0.016989	-0.540777	0.267304	0.745722	0.282857
10417		9.491722	1.207858	-2.308222	-0.008722	-0.009413	-0.013398	-0.540708	0.267330	0.745739	0.282919
10418		9.492312	1.196116	-2.330015	-0.008151	-0.018227	-0.010855	-0.540600	0.267375	0.745788	0.282954
10419		9.494476	1.177147	-2.318423	-0.007260	-0.015836	-0.015747	-0.540505	0.267392	0.745830	0.283008
10420		9.487869	1.213746	-2.400351	-0.010777	-0.016249	-0.012121	-0.540399	0.267437	0.745871	0.283059
10421		9.438876	1.209640	-2.400400	-0.008767	-0.011906	-0.017226	-0.540318	0.267447	0.745901	0.283126
10422		9.442176	1.177976	-2.408865	-0.005163	-0.010801	-0.018013	-0.540232	0.267447	0.745943	0.283180
10423		9.409862	1.243967	-2.394335	-0.011203	-0.012866	-0.017643	-0.540141	0.267465	0.745973	0.283257
10424		9.459594	1.244001	-2.362689	-0.013558	-0.008831	-0.010398	-0.540061	0.267513	0.745988	0.283323
10425		9.456481	1.265768	-2.376544	-0.013508	-0.010642	-0.011392	-0.539985	0.267557	0.746001	0.283395
10426		9.461612	1.226195	-2.351149	-0.013419	-0.009954	-0.008554	-0.539903	0.267614	0.746017	0.283454
10427		9.466736	1.186619	-2.325852	-0.014632	-0.012588	-0.011177	-0.539820	0.267661	0.746034	0.283523
10428		9.466306	1.188199	-2.326793	-0.018522	-0.011436	-0.014069	-0.539718	0.267713	0.746054	0.283615
10429		9.461036	1.236414	-2.299510	-0.017261	-0.010609	-0.012440	-0.539634	0.267768	0.746061	0.283705
10430		9.464468	1.204375	-2.307818	-0.020776	-0.011026	-0.008811	-0.539538	0.267845	0.746070	0.283791
10431		9.461298	1.226300	-2.321752	-0.023304	-0.012670	-0.012065	-0.539441	0.267916	0.746075	0.283897
10432		9.467486	1.173990	-2.317017	-0.030618	-0.011251	-0.008490	-0.539332	0.268022	0.746070	0.284018
10433		9.464936	1.201856	-2.276784	-0.030563	-0.017358	-0.014312	-0.539203	0.268112	0.746080	0.284150
10434		9.466464	1.177793	-2.319264	-0.028132	-0.016389	-0.013891	-0.539071	0.268197	0.746099	0.284270
10435		9.456607	1.254108	-2.338656	-0.029744	-0.008840	-0.013370	-0.538976	0.268279	0.746085	0.284409
10436		9.475912	1.286718	-2.386567	-0.028289	-0.010951	-0.010897	-0.538868	0.268369	0.746085	0.284528
10437		9.499725	1.291353	-2.387919	-0.035506	-0.013150	-0.009309	-0.538755	0.268486	0.746070	0.284672
10438		9.437108	1.196961	-2.388847	-0.042968	-0.010601	-0.007566	-0.538633	0.268628	0.746044	0.284836
10439		9.439564	1.178323	-2.376279	-0.037024	-0.009209	-0.010774	-0.538532	0.268740	0.746016	0.284994
10440		9.455049	1.244213	-2.416487	-0.030552	-0.010531	-0.005630	-0.538429	0.268855	0.746006	0.285108
10441		9.470564	1.309905	-2.456591	-0.035673	-0.007700	-0.006303	-0.538340	0.268976	0.745972	0.285250
10442		9.473804	1.296571	-2.389601	-0.038208	-0.009329	-0.009553	-0.538226	0.269096	0.745952	0.285404
10443		9.432826	1.225268	-2.403715	-0.033393	-0.001308	-0.002885	-0.538173	0.269209	0.745901	0.285531
10444		9.456140	1.224046	-2.458654	-0.024808	-0.006189	-0.009676	-0.538089	0.269288	0.745892	0.285640
10445		9.456687	1.230822	-2.404447	-0.027253	-0.002856	-0.005256	-0.538032	0.269380	0.745856	0.285752
10446		9.456509	1.232151	-2.404468	-0.023691	-0.004233	-0.009885	-0.537956	0.269452	0.745844	0.285860
10447		9.478810	1.243906	-2.438647	-0.023698	0.000056	-0.005048	-0.537914	0.269533	0.745806	0.285962
10448		9.457328	1.221670	-2.424728	-0.026283	0.000234	-0.007300	-0.537855	0.269616	0.745774	0.286078
10449		9.458019	1.228150	-2.370087	-0.026044	-0.000223	-0.002623	-0.537813	0.269716	0.745728	0.286183
10450		9.405697	1.256706	-2.360620	-0.036095	0.002505	-0.003122	-0.537755	0.269838	0.745670	0.286327
10451		9.475537	1.287124	-2.374943	-0.023705	0.000069	-0.005041	-0.537715	0.269920	0.745630	0.286429
10452		9.502540	1.270603	-2.362253	-0.026196	0.000921	-0.004455	-0.537663	0.270012	0.745593	0.286537
10453		9.464596	1.178434	-2.363153	-0.015316	0.002413	-0.007840	-0.537638	0.270059	0.745562	0.286619
10454		9.462778	1.187125	-2.396370	-0.005606	0.003761	-0.010014	-0.537616	0.270071	0.745554	0.286671
10455		9.455709	1.260624	-2.326137	-0.002187	0.003519	-0.016483	-0.537600	0.270045	0.745552	0.286729
10456		9.447488	1.305193	-2.439435	-0.009319	0.006273	-0.007217	-0.537587	0.270074	0.745528	0.286789
10457		9.453208	1.265130	-2.412825	-0.014248	0.006168	-0.007047	-0.537580	0.270112	0.745488	0.286870
10458		9.435726	1.209351	-2.406343	-0.019126	0.004258	-0.007878	-0.537545	0.270168	0.745456	0.286966
10459		9.465644	1.172338	-2.380461	-0.012932	0.005178	-0.006420	-0.537534	0.270214	0.745418	0.287042
10460		9.457900	1.240124	-2.364321	-0.009271	0.004473	-0.008216	-0.537513	0.270241	0.745400	0.287103
10461		9.481084	1.257062	-2.343605	-0.005806	0.006709	-0.010845	-0.537510	0.270245	0.745377	0.287165
10462		9.481137	1.257997	-2.342890	-0.001955	0.007341	-0.006966	-0.537511	0.270253	0.745360	0.287199
10463		9.452346	1.284049	-2.388173	0.005223	0.007067	-0.012393	-0.537526	0.270215	0.745354	0.287222
10464		9.478393	1.280122	-2.354569	0.012831	0.007664	-0.007472	-0.537547	0.270181	0.745359	0.287203
10465		9.483458	1.234520	-2.382285	0.017173	0.012318	-0.014981	-0.537591	0.270104	0.745356	0.287201
10466		9.432260	1.249862	-2.393252	0.024883	0.009309	-0.012061	-0.537628	0.270017	0.745379	0.287152
10467		9.456562	1.253339	-2.393284	0.023708	0.009169	-0.010849	-0.537674	0.269938	0.745391	0.287110
10468		9.476983	1.290105	-2.385479	0.022483	0.010833	-0.008636	-0.537719	0.269868	0.745402	0.287062
10469		9.505951	1.265330	-2.338751	0.023652	0.010981	-0.009844	-0.537774	0.269791	0.745407	0.287019
10470		9.480137	1.270301	-2.370911	0.022279	0.013781	-0.009468	-0.537828	0.269715	0.745411	0.286978
10471		9.477461	1.291298	-2.382934	0.024672	0.012268	-0.012885	-0.537886	0.269622	0.745418	0.286939
10472		9.458051	1.260527	-2.334714	0.027241	0.016379	-0.005793	-0.537961	0.269543	0.745418	0.286873
10473		9.452580	1.301639	-2.359710	0.029740	0.011254	-0.011208	-0.538026	0.269439	0.745434	0.286807
10474		9.435305	1.245011	-2.353051	0.022416	0.012661	-0.007625	-0.538079	0.269371	0.745439	0.286759
10475		9.465424	1.207196	-2.326752	0.021243	0.012519	-0.006415	-0.538144	0.269307	0.745433	0.286714
10476		9.489863	1.210394	-2.326347	0.021094	0.013657	-0.008250	-0.538197	0.269239	0.745434	0.286674
10477		9.467581	1.200175	-2.291107	0.017485	0.012554	-0.007459	-0.538254	0.269185	0.745423	0.286647
10478		9.485193	1.257476	-2.296008	0.013731	0.012583	-0.008505	-0.538293	0.269138	0.745417	0.286634
10479		9.487099	1.250508	-2.261305	0.008805	0.012467	-0.008343	-0.538336	0.269105	0.745394	0.286644
10480		9.467487	1.196379	-2.342466	0.010084	0.008999	-0.011548	-0.538353	0.269061	0.745396	0.286648
10481		9.450185	1.140321	-2.335701	0.014806	0.012062	-0.012545	-0.538399	0.268993	0.745389	0.286643
10482		9.473374	1.157186	-2.314781	0.017348	0.009413	-0.014121	-0.538424	0.268919	0.745404	0.286628
10483		9.467714	1.199036	-2.340189	0.025929	0.008839	-0.016065	-0.538465	0.268817	0.745425	0.286590
10484		9.464920	1.220452	-2.352484	0.023235	0.012629	-0.016322	-0.538507	0.268714	0.745442	0.286564
10485		9.437903	1.238889	-2.364205	0.021001	0.008726	-0.015902	-0.538545	0.268619	0.745458	0.286539
10486		9.460444	1.250290	-2.397836	0.022262	0.009548	-0.014273	-0.538577	0.268531	0.745480	0.286506
10487		9.488203	1.215106	-2.459564	0.025808	0.012473	-0.014059	-0.538635	0.268432	0.745489	0.286468
10488		9.439344	1.228329	-2.382422	0.026716	0.017375	-0.015106	-0.538700	0.268318	0.745496	0.286431
10489		9.459701	1.265547	-2.374378	0.034382	0.011915	-0.015992	-0.538764	0.268190	0.745521	0.286368
10490		9.453008	1.320038	-2.378766	0.024311	0.018902	-0.011691	-0.538836	0.268093	0.745517	0.286332
10491		9.434705	1.276710	-2.351012	0.027114	0.011505	-0.013417	-0.538893	0.267991	0.745530	0.286285
10492		9.444602	1.203132	-2.331489	0.019498	0.015164	-0.013527	-0.538943	0.267906	0.745531	0.286268
10493		9.493269	1.209905	-2.331275	0.026790	0.018076	-0.012260	-0.539028	0.267797	0.745526	0.286225
10494		9.488277	1.256964	-2.301841	0.032933	0.016551	-0.014610	-0.539099	0.267669	0.745544	0.286162
10495		9.482789	1.298338	-2.326730	0.025612	0.017940	-0.011049	-0.539183	0.267571	0.745535	0.286119
10496		9.458717	1.296012	-2.325208	0.024579	0.009883	-0.016657	-0.539216	0.267467	0.745562	0.286085
10497		9.490460	1.251574	-2.264927	0.026923	0.016964	-0.010413	-0.539296	0.267373	0.745555	0.286039
10498		9.470116	1.209776	-2.324891	0.031689	0.018238	-0.012397	-0.539375	0.267255	0.745564	0.285978
10499		9.439141	1.261142	-2.328954	0.034348	0.011977	-0.015950	-0.539441	0.267123	0.745590	0.285911
10500		9.473264	1.190538	-2.310030	0.030834	0.011538	-0.012333	-0.539493	0.267016	0.745615	0.285844
10501		9.446315	1.208314	-2.321850	0.028343	0.012380	-0.011759	-0.539559	0.266913	0.745627	0.285787
10502		9.472272	1.204581	-2.288006	0.027288	0.008615	-0.012541	-0.539595	0.266819	0.745656	0.285729
10503		9.493689	1.228608	-2.301052	0.022311	0.010291	-0.011399	-0.539642	0.266746	0.745661	0.285698
10504		9.462562	1.279986	-2.305671	0.024855	0.007648	-0.012961	-0.539671	0.266658	0.745690	0.285649
10505		9.536460	1.276838	-2.327284	0.027132	0.009761	-0.014372	-0.539720	0.266556	0.745709	0.285603
10506		9.458516	1.314705	-2.297291	0.027426	0.007500	-0.010693	-0.539755	0.266470	0.745739	0.285538
10507		9.438436	1.278714	-2.303797	0.019934	0.007517	-0.012810	-0.539789	0.266392	0.745753	0.285510
10508		9.445431	1.225495	-2.297704	0.021398	0.005403	-0.010335	-0.539809	0.266327	0.745779	0.285464
10509		9.447016	1.218865	-2.263856	0.020199	0.002766	-0.012955	-0.539825	0.266258	0.745805	0.285430
10510		9.471166	1.222727	-2.264208	0.018820	0.005563	-0.012596	-0.539839	0.266191	0.745831	0.285400
10511		9.513800	1.270324	-2.291287	0.012885	0.004138	-0.009411	-0.539855	0.266155	0.745837	0.285386
10512		9.465353	1.264719	-2.290046	0.012885	0.004139	-0.009410	-0.539860	0.266118	0.745853	0.285368
10513		9.468187	1.245008	-2.276731	0.012944	0.002328	-0.010401	-0.539867	0.266079	0.745868	0.285354
10514		9.473486	1.199274	-2.304594	0.017618	0.002930	-0.015212	-0.539866	0.266009	0.745901	0.285333
10515		9.470813	1.226521	-2.263632	0.020312	-0.000844	-0.014930	-0.539868	0.265933	0.745941	0.285297
10516		9.489066	1.271099	-2.290801	0.019231	-0.000312	-0.010896	-0.539863	0.265879	0.745981	0.285253
10517		9.456009	1.329661	-2.330162	0.007131	-0.002722	-0.009198	-0.539845	0.265869	0.745997	0.285253
10518		9.461254	1.283716	-2.358382	-0.000117	-0.003172	-0.006651	-0.539810	0.265887	0.746011	0.285266
10519		9.439850	1.260759	-2.344790	-0.007487	0.000002	-0.002122	-0.539793	0.265939	0.745991	0.285301
10520		9.468118	1.230913	-2.352789	-0.003711	-0.004303	-0.005874	-0.539749	0.265972	0.746003	0.285324
10521		9.468313	1.237654	-2.298828	-0.001524	-0.002869	-0.010118	-0.539719	0.265978	0.746011	0.285354
10522		9.488176	1.275159	-2.292230	-0.003861	-0.003170	-0.007712	-0.539677	0.266003	0.746021	0.285384
10523		9.467950	1.239288	-2.299442	-0.001225	-0.005133	-0.006440	-0.539644	0.266025	0.746031	0.285399
10524		9.440658	1.257189	-2.312473	-0.005029	-0.003320	-0.006509	-0.539602	0.266058	0.746038	0.285430
10525		9.441733	1.244747	-2.333408	-0.004818	-0.006264	-0.005661	-0.539560	0.266098	0.746043	0.285459
10526		9.467347	1.241306	-2.300839	0.000154	-0.007924	-0.006795	-0.539506	0.266122	0.746071	0.285465
10527		9.518002	1.221950	-2.343768	0.002640	-0.008754	-0.007361	-0.539464	0.266136	0.746097	0.285466
